1648996205,61
1648997103,68
1648998064,68
1648998903,70
1648999803,72
1649000703,77
1649001663,70
1649002503,73
1649003403,70
1649004304,70
1649005263,66
1649006103,66
1649007003,61
1649007903,53
1649008865,-1
1649009703,-1
1649010604,-1
1649011503,-1
1649012463,-1
1649013303,-1
1649014204,-1
1649015103,-1
1649026863,-1
1649027704,-1
1649028603,-1
1649029503,-1
1649030463,-1
1649031304,-1
1649032204,-1
1649033103,-1
1649034063,-1
1649034903,-1
1649035804,-1
1649036703,-1
1649037663,-1
1649038503,-1
1649039403,-1
1649040303,-1
1649041263,-1
1649042103,-1
1649043003,-1
1649043903,-1
1649044864,-1
1649045703,-1
1649046603,-1
1649047504,-1
1649048463,-1
1649049304,-1
1649050205,-1
1649051103,-1
1649052063,-1
1649052904,-1
1649053803,-1
1649054703,-1
1649055663,-1
1649056504,-1
1649057404,-1
1649058303,-1
1649059264,45
1649060103,47
1649060431,48
1649060605,48
1649061003,49
1649061904,54
1649062108,54
1649062863,54
1649063703,56
1649064605,56
1649065503,52
1649066464,52
1649067304,53
1649068203,53
1649069103,53
1649073992,61
1649094439,93
1649095264,98
1649096103,99
1649097004,98
1649097903,93
1649098864,78
1649099703,85
1649100604,80
1649101503,78
1649102464,61
1649103303,65
1649104203,59
1649105104,51
1649106064,-1
1649106903,-1
1649107803,-1
1649108703,-1
1649109663,-1
1649110503,-1
1649111404,-1
1649112304,-1
1649142063,-1
1649142903,-1
1649143804,-1
1649144703,-1
1649145664,34
1649146503,38
1649147403,42
1649148304,45
1649149263,52
1649150103,52
1649151003,47
1649151904,47
1649152864,39
1649153703,42
1649154604,43
1649155503,42
1649156464,42
1649157303,48
1649158204,46
1649159104,54
1649160063,53
1649160904,55
1649161804,58
1649162704,62
1649163663,60
1649164504,65
1649165404,66
1649166303,64
1649167268,-1
1649168103,68
1649169008,67
1649169904,70
1649170863,55
1649171704,63
1649172603,66
1649173503,70
1649174463,73
1649175308,87
1649176205,89
1649177104,97
1649178068,100
1649178906,100
1649179806,100
1649180704,99
1649181663,90
1649182504,92
1649183403,87
1649184304,86
1649185263,67
1649186104,70
1649187010,59
1649187903,56
1649188864,34
1649189714,35
1649190603,31
1649191511,27
1649192463,-1
1649193304,-1
1649194203,-1
1649195103,-1
1649196073,-1
1649196903,-1
1649197803,-1
1649198703,-1
1649228464,-1
1649229303,-1
1649230204,-1
1649231106,-1
1649232063,35
1649232903,39
1649233803,49
1649234704,50
1649235663,60
1649236503,62
1649237405,61
1649238304,62
1649239268,59
1649240103,65
1649241003,66
1649241905,66
1649242863,65
1649243703,63
1649244603,63
1649245504,60
1649246464,51
1649247303,53
1649248203,54
1649249104,57
1649250063,50
1649250904,55
1649251805,52
1649252706,53
1649253664,53
1649254503,61
1649255403,69
1649256304,75
1649257263,82
1649258103,85
1649259002,90
1649259904,98
1649260863,100
1649261703,100
1649262603,100
1649263503,100
1649264463,98
1649265303,100
1649266204,91
1649267103,97
1649268064,88
1649268903,77
1649269804,75
1649270703,71
1649271666,57
1649272503,59
1649273403,57
1649274303,60
1649275265,46
1649276104,46
1649277004,40
1649277903,35
1649278863,28
1649279703,-1
1649280604,-1
1649281503,-1
1649282463,-1
1649283303,-1
1649284204,-1
1649285103,-1
1649314864,-1
1649315703,-1
1649316605,-1
1649317504,-1
1649318463,30
1649319303,36
1649320203,40
1649321103,43
1649322063,43
1649322904,44
1649323803,39
1649324704,37
1649325663,37
1649326503,33
1649327403,32
1649328304,30
1649329263,28
1649330104,30
1649331004,32
1649331903,32
1649332863,26
1649333704,31
1649334604,33
1649335504,34
1649336463,37
1649337303,48
1649338203,51
1649339104,55
1649340063,57
1649340903,61
1649341804,68
1649342703,70
1649343664,74
1649344504,79
1649345403,82
